booking_id,accm_txn_complete_time
108060,6/7/2022
108061,6/8/2022
108062,6/9/2022
108063,6/10/2022
108064,6/11/2022
108065,6/12/2022
108066,6/13/2022
108067,6/14/2022
108068,6/15/2022
108069,6/16/2022
108070,5/16/2022
108071,5/17/2022
108072,5/18/2022
108073,5/19/2022
108074,5/20/2022
108075,5/21/2022
108076,5/22/2022
108077,5/23/2022
108078,5/24/2022
108079,5/25/2022
108080,5/26/2022
108081,5/27/2022
108082,5/28/2022
108083,5/29/2022
108084,5/30/2022
108085,5/31/2022
108086,6/1/2022
108087,6/2/2022
108088,6/3/2022
108089,6/4/2022
108090,6/5/2022
108091,6/6/2022
108092,6/7/2022
108093,6/8/2022
108094,6/9/2022
108095,6/10/2022
108096,6/11/2022
108097,6/12/2022
108098,6/13/2022
108099,6/14/2022
108100,6/15/2022
108101,6/16/2022
108102,5/17/2022
108103,5/18/2022
108104,5/19/2022
108105,5/20/2022
108106,5/21/2022
108107,5/22/2022
108108,5/23/2022
108109,5/24/2022
108110,5/25/2022
108111,5/26/2022
108112,5/27/2022
108113,5/28/2022
108114,5/29/2022
108115,5/30/2022
108116,5/31/2022
108117,6/1/2022
108118,6/2/2022
108119,6/3/2022
108120,6/4/2022
108121,6/5/2022
108122,6/6/2022
108123,6/7/2022
108124,6/8/2022
108125,6/9/2022
108126,6/10/2022
108127,6/11/2022
108128,6/12/2022
108129,6/13/2022
108130,6/14/2022
108131,6/15/2022
108132,6/16/2022
108133,5/17/2022
108134,5/18/2022
108135,5/19/2022
108136,5/20/2022
108137,5/21/2022
108138,5/22/2022
108139,5/23/2022
108140,5/24/2022
108141,5/25/2022
108142,5/26/2022
108143,5/27/2022
108144,5/28/2022
108145,5/29/2022
108146,5/30/2022
108147,5/31/2022
108148,6/1/2022
108149,6/2/2022
108150,6/3/2022
108151,6/4/2022
108152,6/5/2022
108153,6/6/2022
108154,6/7/2022
108155,6/8/2022
108156,6/9/2022
108157,6/10/2022
108158,6/11/2022
108159,6/12/2022
108160,6/13/2022
108161,6/14/2022
108162,6/15/2022
108163,6/16/2022
108164,5/17/2022
108165,5/18/2022
108166,5/19/2022
108167,5/20/2022
108168,5/21/2022
108169,5/22/2022
108170,5/23/2022
108171,5/24/2022
108172,5/25/2022
108173,5/26/2022
108174,5/27/2022
108175,5/28/2022
108176,5/29/2022
108177,5/30/2022
108178,5/31/2022
108179,6/1/2022
108180,6/2/2022
108181,6/3/2022
108182,6/4/2022
108183,6/5/2022
108184,6/6/2022
108185,6/7/2022
108186,6/8/2022
108187,6/9/2022
108188,6/10/2022
108189,6/11/2022
108190,6/12/2022
108191,6/13/2022
108192,6/14/2022
108193,6/15/2022
108194,6/16/2022
108195,5/17/2022
108196,5/18/2022
108197,5/19/2022
108198,5/20/2022
108199,5/21/2022
108200,5/22/2022
108201,5/23/2022
108202,5/24/2022
108203,5/25/2022
108204,5/26/2022
108205,5/27/2022
108206,5/28/2022
108207,5/29/2022
108208,5/30/2022
108209,5/31/2022
108210,6/1/2022
108211,6/2/2022
108212,6/3/2022
108213,6/4/2022
108214,6/5/2022
108215,6/6/2022
108216,6/7/2022
108217,6/8/2022
108218,6/9/2022
108219,6/10/2022
108220,6/11/2022
108221,6/12/2022
108222,6/13/2022
108223,6/14/2022
108224,6/15/2022
108225,6/16/2022
108226,5/17/2022
108227,5/18/2022
108228,5/19/2022
108229,5/20/2022
108230,5/21/2022
108231,5/22/2022
108232,5/23/2022
108233,5/24/2022
108234,5/25/2022
108235,5/26/2022
108236,5/27/2022
108237,5/28/2022
108238,5/29/2022
108239,5/30/2022
108240,5/31/2022
108241,6/1/2022
108242,6/2/2022
108243,6/3/2022
108244,6/4/2022
108245,6/5/2022
108246,6/6/2022
108247,6/7/2022
108248,6/8/2022
108249,6/9/2022
108250,6/10/2022
108251,6/11/2022
108252,6/12/2022
108253,6/13/2022
108254,6/14/2022
108255,6/15/2022
108256,6/16/2022
108257,5/16/2022
108258,5/17/2022
108259,5/18/2022
108260,5/19/2022
108261,5/20/2022
108262,5/21/2022
108263,5/22/2022
108264,5/23/2022
108265,5/24/2022
108266,5/25/2022
108267,5/26/2022
108268,5/27/2022
108269,5/28/2022
108270,5/29/2022
108271,5/30/2022
108272,5/31/2022
108273,6/1/2022
108274,6/2/2022
108275,6/3/2022
108276,6/4/2022
108277,6/5/2022
108278,6/6/2022
108279,6/7/2022
108280,6/8/2022
108281,6/9/2022
108282,6/10/2022
108283,6/11/2022
108284,6/12/2022
108285,6/13/2022
108286,6/14/2022
108287,6/15/2022
108288,6/16/2022
108289,5/17/2022
108290,5/18/2022
108291,5/19/2022
108292,5/20/2022
108293,5/21/2022
108294,5/22/2022
108295,5/23/2022
108296,5/24/2022
108297,5/25/2022
108298,5/26/2022
108299,5/27/2022
108300,5/28/2022
108301,5/29/2022
108302,5/30/2022
108303,5/31/2022
108304,6/1/2022
108305,6/2/2022
108306,6/3/2022
108307,6/4/2022
108308,6/5/2022
108309,6/6/2022
108310,6/7/2022
108311,6/8/2022
108312,6/9/2022
108313,6/10/2022
108314,6/11/2022
108315,6/12/2022
108316,6/13/2022
108317,6/14/2022
108318,6/15/2022
108319,6/16/2022
108320,5/17/2022
108321,5/18/2022
108322,5/19/2022
108323,5/20/2022
108324,5/21/2022
108325,5/22/2022
108326,5/23/2022
108327,5/24/2022
108328,5/25/2022
108329,5/26/2022
108330,5/27/2022
108331,5/28/2022
108332,5/29/2022
108333,5/30/2022
108334,5/31/2022
108335,6/1/2022
108336,6/2/2022
108337,6/3/2022
108338,6/4/2022
108339,6/5/2022
108340,6/6/2022
108341,6/7/2022
108342,6/8/2022
108343,6/9/2022
108344,6/10/2022
108345,6/11/2022
108346,6/12/2022
108347,6/13/2022
108348,6/14/2022
108349,6/15/2022
108350,6/16/2022
108351,5/17/2022
108352,5/18/2022
108353,5/19/2022
108354,5/20/2022
108355,5/21/2022
108356,5/22/2022
108357,5/23/2022
108358,5/24/2022
108359,5/25/2022
108360,5/26/2022
108361,5/27/2022
108362,5/28/2022
108363,5/29/2022
108364,5/30/2022
108365,5/31/2022
108366,6/1/2022
108367,6/2/2022
108368,6/3/2022
108369,6/4/2022
108370,6/5/2022
108371,6/6/2022
108372,6/7/2022
108373,6/8/2022
108374,6/9/2022
108375,6/10/2022
108376,6/11/2022
108377,6/12/2022
108378,6/13/2022
108379,6/14/2022
108380,6/15/2022
108381,6/16/2022
108382,5/17/2022
108383,5/18/2022
108384,5/19/2022
108385,5/20/2022
108386,5/21/2022
108387,5/22/2022
108388,5/23/2022
108389,5/24/2022
108390,5/25/2022
108391,5/26/2022
108392,5/27/2022
108393,5/28/2022
108394,5/29/2022
108395,5/30/2022
108396,5/31/2022
108397,6/1/2022
108398,6/2/2022
108399,6/3/2022
108400,6/4/2022
108401,6/5/2022
108402,6/6/2022
108403,6/7/2022
108404,6/8/2022
108405,6/9/2022
108406,6/10/2022
108407,6/11/2022
108408,6/12/2022
108409,6/13/2022
108410,6/14/2022
108411,6/15/2022
108412,6/16/2022
108413,5/17/2022
108414,5/18/2022
108415,5/19/2022
108416,5/20/2022
108417,5/21/2022
108418,5/22/2022
108419,5/23/2022
108420,5/24/2022
108421,5/25/2022
108422,5/26/2022
108423,5/27/2022
108424,5/28/2022
108425,5/29/2022
108426,5/30/2022
108427,5/31/2022
108428,6/1/2022
108429,6/2/2022
108430,6/3/2022
108431,6/4/2022
108432,6/5/2022
108433,6/6/2022
108434,6/7/2022
108435,6/8/2022
108436,6/9/2022
108437,6/10/2022
108438,6/11/2022
108439,6/12/2022
108440,6/13/2022
108441,6/14/2022
108442,6/15/2022
108443,6/16/2022
108444,5/16/2022
108445,5/17/2022
108446,5/18/2022
108447,5/19/2022
108448,5/20/2022
108449,5/21/2022
108450,5/22/2022
108451,5/23/2022
108452,5/24/2022
108453,5/25/2022
108454,5/26/2022
108455,5/27/2022
108456,5/28/2022
108457,5/29/2022
108458,5/30/2022
108459,5/31/2022
108460,6/1/2022
108461,6/2/2022
108462,6/3/2022
108463,6/4/2022
108464,6/5/2022
108465,6/6/2022
108466,6/7/2022
108467,6/8/2022
108468,6/9/2022
108469,6/10/2022
108470,6/11/2022
108471,6/12/2022
108472,6/13/2022
108473,6/14/2022
108474,6/15/2022
108475,6/16/2022
108476,5/17/2022
108477,5/18/2022
108478,5/19/2022
108479,5/20/2022
108480,5/21/2022
108481,5/22/2022
108482,5/23/2022
108483,5/24/2022
108484,5/25/2022
108485,5/26/2022
108486,5/27/2022
108487,5/28/2022
108488,5/29/2022
108489,5/30/2022
108490,5/31/2022
108491,6/1/2022
108492,6/2/2022
108493,6/3/2022
108494,6/4/2022
108495,6/5/2022
108496,6/6/2022
108497,6/7/2022
108498,6/8/2022
108499,6/9/2022
108500,6/10/2022
108501,6/11/2022
108502,6/12/2022
108503,6/13/2022
108504,6/14/2022
108505,6/15/2022
108506,6/16/2022
108507,5/17/2022
108508,5/18/2022
108509,5/19/2022
108510,5/20/2022
108511,5/21/2022
108512,5/22/2022
108513,5/23/2022
108514,5/24/2022
108515,5/25/2022
108516,5/26/2022
108517,5/27/2022
108518,5/28/2022
108519,5/29/2022
108520,5/30/2022
108521,5/31/2022
108522,6/1/2022
108523,6/2/2022
108524,6/3/2022
108525,6/4/2022
108526,6/5/2022
108527,6/6/2022
108528,6/7/2022
108529,6/8/2022
108530,6/9/2022
108531,6/10/2022
108532,6/11/2022
108533,6/12/2022
108534,6/13/2022
108535,6/14/2022
108536,6/15/2022
108537,6/16/2022
108538,5/17/2022
108539,5/18/2022
108540,5/19/2022
108541,5/20/2022
108542,5/21/2022
108543,5/22/2022
108544,5/23/2022
108545,5/24/2022
108546,5/25/2022
108547,5/26/2022
108548,5/27/2022
108549,5/28/2022
108550,5/29/2022
108551,5/30/2022
108552,5/31/2022
108553,6/1/2022
108554,6/2/2022
108555,6/3/2022
108556,6/4/2022
108557,6/5/2022
108558,6/6/2022
108559,6/7/2022
108560,6/8/2022
108561,6/9/2022
108562,6/10/2022
108563,6/11/2022
108564,6/12/2022
108565,6/13/2022
108566,6/14/2022
108567,6/15/2022
108568,6/16/2022
108569,5/17/2022
108570,5/18/2022
108571,5/19/2022
108572,5/20/2022
108573,5/21/2022
108574,5/22/2022
108575,5/23/2022
108576,5/24/2022
108577,5/25/2022
108578,5/26/2022
108579,5/27/2022
108580,5/28/2022
108581,5/29/2022
108582,5/30/2022
108583,5/31/2022
108584,6/1/2022
108585,6/2/2022
108586,6/3/2022
108587,6/4/2022
108588,6/5/2022
108589,6/6/2022
108590,6/7/2022
108591,6/8/2022
108592,6/9/2022
108593,6/10/2022
108594,6/11/2022
108595,6/12/2022
108596,6/13/2022
108597,6/14/2022
108598,6/15/2022
108599,6/16/2022
108600,5/17/2022
108601,5/18/2022
108602,5/19/2022
108603,5/20/2022
108604,5/21/2022
108605,5/22/2022
108606,5/23/2022
108607,5/24/2022
108608,5/25/2022
108609,5/26/2022
108610,5/27/2022
108611,5/28/2022
108612,5/29/2022
108613,5/30/2022
108614,5/31/2022
108615,6/1/2022
108616,6/2/2022
108617,6/3/2022
108618,6/4/2022
108619,6/5/2022
108620,6/6/2022
108621,6/7/2022
108622,6/8/2022
108623,6/9/2022
108624,6/10/2022
108625,6/11/2022
108626,6/12/2022
108627,6/13/2022
108628,6/14/2022
108629,6/15/2022
108630,6/16/2022
108631,5/16/2022
108632,5/17/2022
108633,5/18/2022
108634,5/19/2022
108635,5/20/2022
108636,5/21/2022
108637,5/22/2022
108638,5/23/2022
108639,5/24/2022
108640,5/25/2022
108641,5/26/2022
108642,5/27/2022
108643,5/28/2022
108644,5/29/2022
108645,5/30/2022
108646,5/31/2022
108647,6/1/2022
108648,6/2/2022
108649,6/3/2022
108650,6/4/2022
108651,6/5/2022
108652,6/6/2022
108653,6/7/2022
108654,6/8/2022
108655,6/9/2022
108656,6/10/2022
108657,6/11/2022
108658,6/12/2022
108659,6/13/2022
108660,6/14/2022
108661,6/15/2022
108662,6/16/2022
108663,5/17/2022
108664,5/18/2022
108665,5/19/2022
108666,5/20/2022
108667,5/21/2022
108668,5/22/2022
108669,5/23/2022
108670,5/24/2022
108671,5/25/2022
108672,5/26/2022
108673,5/27/2022
108674,5/28/2022
108675,5/29/2022
108676,5/30/2022
108677,5/31/2022
108678,6/1/2022
108679,6/2/2022
108680,6/3/2022
108681,6/4/2022
108682,6/5/2022
108683,6/6/2022
108684,6/7/2022
108685,6/8/2022
108686,6/9/2022
108687,6/10/2022
108688,6/11/2022
108689,6/12/2022
108690,6/13/2022
108691,6/14/2022
108692,6/15/2022
108693,6/16/2022
108694,5/17/2022
108695,5/18/2022
108696,5/19/2022
108697,5/20/2022
108698,5/21/2022
108699,5/22/2022
108700,5/23/2022
108701,5/24/2022
108702,5/25/2022
108703,5/26/2022
108704,5/27/2022
108705,5/28/2022
108706,5/29/2022
108707,5/30/2022
108708,5/31/2022
108709,6/1/2022
108710,6/2/2022
108711,6/3/2022
108712,6/4/2022
108713,6/5/2022
108714,6/6/2022
108715,6/7/2022
108716,6/8/2022
108717,6/9/2022
108718,6/10/2022
108719,6/11/2022
108720,6/12/2022
108721,6/13/2022
108722,6/14/2022
108723,6/15/2022
108724,6/16/2022
108725,5/17/2022
108726,5/18/2022
108727,5/19/2022
108728,5/20/2022
108729,5/21/2022
108730,5/22/2022
108731,5/23/2022
108732,5/24/2022
108733,5/25/2022
108734,5/26/2022
108735,5/27/2022
108736,5/28/2022
108737,5/29/2022
108738,5/30/2022
108739,5/31/2022
108740,6/1/2022
108741,6/2/2022
108742,6/3/2022
108743,6/4/2022
108744,6/5/2022
108745,6/6/2022
108746,6/7/2022
108747,6/8/2022
108748,6/9/2022
108749,6/10/2022
108750,6/11/2022
108751,6/12/2022
108752,6/13/2022
108753,6/14/2022
108754,6/15/2022
108755,6/16/2022
108756,5/17/2022
108757,5/18/2022
108758,5/19/2022
108759,5/20/2022
108760,5/21/2022
108761,5/22/2022
108762,5/23/2022
108763,5/24/2022
108764,5/25/2022
108765,5/26/2022
108766,5/27/2022
108767,5/28/2022
108768,5/29/2022
108769,5/30/2022
108770,5/31/2022
108771,6/1/2022
108772,6/2/2022
108773,6/3/2022
108774,6/4/2022
108775,6/5/2022
108776,6/6/2022
108777,6/7/2022
108778,6/8/2022
108779,6/9/2022
108780,6/10/2022
108781,6/11/2022
108782,6/12/2022
108783,6/13/2022
108784,6/14/2022
108785,6/15/2022
108786,6/16/2022
108787,5/17/2022
108788,5/18/2022
108789,5/19/2022
108790,5/20/2022
108791,5/21/2022
108792,5/22/2022
108793,5/23/2022
108794,5/24/2022
108795,5/25/2022
108796,5/26/2022
108797,5/27/2022
108798,5/28/2022
108799,5/29/2022
108800,5/30/2022
108801,5/31/2022
108802,6/1/2022
108803,6/2/2022
108804,6/3/2022
108805,6/4/2022
108806,6/5/2022
108807,6/6/2022
108808,6/7/2022
108809,6/8/2022
108810,6/9/2022
108811,6/10/2022
108812,6/11/2022
108813,6/12/2022
108814,6/13/2022
108815,6/14/2022
108816,6/15/2022
108817,6/16/2022
108818,5/16/2022
108819,5/17/2022
108820,5/18/2022
108821,5/19/2022
108822,5/20/2022
108823,5/21/2022
108824,5/22/2022
108825,5/23/2022
108826,5/24/2022
108827,5/25/2022
108828,5/26/2022
108829,5/27/2022
108830,5/28/2022
108831,5/29/2022
108832,5/30/2022
108833,5/31/2022
108834,6/1/2022
108835,6/2/2022
108836,6/3/2022
108837,6/4/2022
108838,6/5/2022
108839,6/6/2022
108840,6/7/2022
108841,6/8/2022
108842,6/9/2022
108843,6/10/2022
108844,6/11/2022
108845,6/12/2022
108846,6/13/2022
108847,6/14/2022
108848,6/15/2022
108849,6/16/2022
108850,5/17/2022
108851,5/18/2022
108852,5/19/2022
108853,5/20/2022
108854,5/21/2022
108855,5/22/2022
108856,5/23/2022
108857,5/24/2022
108858,5/25/2022
108859,5/26/2022
108860,5/27/2022
108861,5/28/2022
108862,5/29/2022
108863,5/30/2022
108864,5/31/2022
108865,6/1/2022
108866,6/2/2022
108867,6/3/2022
108868,6/4/2022
108869,6/5/2022
108870,6/6/2022
108871,6/7/2022
108872,6/8/2022
108873,6/9/2022
108874,6/10/2022
108875,6/11/2022
108876,6/12/2022
108877,6/13/2022
108878,6/14/2022
108879,6/15/2022
108880,6/16/2022
108881,5/17/2022
108882,5/18/2022
108883,5/19/2022
108884,5/20/2022
108885,5/21/2022
108886,5/22/2022
108887,5/23/2022
108888,5/24/2022
108889,5/25/2022
108890,5/26/2022
108891,5/27/2022
108892,5/28/2022
108893,5/29/2022
108894,5/30/2022
108895,5/31/2022
108896,6/1/2022
108897,6/2/2022
108898,6/3/2022
108899,6/4/2022
108900,6/5/2022
108901,6/6/2022
108902,6/7/2022
108903,6/8/2022
108904,6/9/2022
108905,6/10/2022
108906,6/11/2022
108907,6/12/2022
108908,6/13/2022
108909,6/14/2022
108910,6/15/2022
108911,6/16/2022
108912,5/17/2022
108913,5/18/2022
108914,5/19/2022
108915,5/20/2022
108916,5/21/2022
108917,5/22/2022
108918,5/23/2022
108919,5/24/2022
108920,5/25/2022
108921,5/26/2022
108922,5/27/2022
108923,5/28/2022
108924,5/29/2022
108925,5/30/2022
108926,5/31/2022
108927,6/1/2022
108928,6/2/2022
108929,6/3/2022
108930,6/4/2022
108931,6/5/2022
108932,6/6/2022
108933,6/7/2022
108934,6/8/2022
108935,6/9/2022
108936,6/10/2022
108937,6/11/2022
108938,6/12/2022
108939,6/13/2022
108940,6/14/2022
108941,6/15/2022
108942,6/16/2022
108943,5/17/2022
108944,5/18/2022
108945,5/19/2022
108946,5/20/2022
108947,5/21/2022
108948,5/22/2022
108949,5/23/2022
108950,5/24/2022
108951,5/25/2022
108952,5/26/2022
108953,5/27/2022
108954,5/28/2022
108955,5/29/2022
108956,5/30/2022
108957,5/31/2022
108958,6/1/2022
108959,6/2/2022
108960,6/3/2022
108961,6/4/2022
108962,6/5/2022
108963,6/6/2022
108964,6/7/2022
108965,6/8/2022
108966,6/9/2022
108967,6/10/2022
108968,6/11/2022
108969,6/12/2022
108970,6/13/2022
108971,6/14/2022
108972,6/15/2022
108973,6/16/2022
108974,5/17/2022
108975,5/18/2022
108976,5/19/2022
108977,5/20/2022
108978,5/21/2022
108979,5/22/2022
108980,5/23/2022
108981,5/24/2022
108982,5/25/2022
108983,5/26/2022
108984,5/27/2022
108985,5/28/2022
108986,5/29/2022
108987,5/30/2022
108988,5/31/2022
108989,6/1/2022
108990,6/2/2022
108991,6/3/2022
108992,6/4/2022
108993,6/5/2022
108994,6/6/2022
108995,6/7/2022
108996,6/8/2022
108997,6/9/2022
108998,6/10/2022
108999,6/11/2022
109000,6/12/2022
109001,6/13/2022
109002,6/14/2022
109003,6/15/2022
109004,6/16/2022
109005,5/16/2022
109006,5/17/2022
109007,5/18/2022
109008,5/19/2022
109009,5/20/2022
109010,5/21/2022
109011,5/22/2022
109012,5/23/2022
109013,5/24/2022
109014,5/25/2022
109015,5/26/2022
109016,5/27/2022
109017,5/28/2022
109018,5/29/2022
109019,5/30/2022
109020,5/31/2022
109021,6/1/2022
109022,6/2/2022
109023,6/3/2022
109024,6/4/2022
109025,6/5/2022
109026,6/6/2022
109027,6/7/2022
109028,6/8/2022
109029,6/9/2022
109030,6/10/2022
109031,6/11/2022
109032,6/12/2022
109033,6/13/2022
109034,6/14/2022
109035,6/15/2022
109036,6/16/2022
109037,5/17/2022
109038,5/18/2022
109039,5/19/2022
109040,5/20/2022
109041,5/21/2022
109042,5/22/2022
109043,5/23/2022
109044,5/24/2022
109045,5/25/2022
109046,5/26/2022
109047,5/27/2022
109048,5/28/2022
109049,5/29/2022
109050,5/30/2022
109051,5/31/2022
109052,6/1/2022
109053,6/2/2022
109054,6/3/2022
109055,6/4/2022
109056,6/5/2022
109057,6/6/2022
109058,6/7/2022
109059,6/8/2022
109060,6/9/2022
109061,6/10/2022
109062,6/11/2022
109063,6/12/2022
109064,6/13/2022
109065,6/14/2022
109066,6/15/2022
109067,6/16/2022
109068,5/17/2022
109069,5/18/2022
109070,5/19/2022
109071,5/20/2022
109072,5/21/2022
109073,5/22/2022
109074,5/23/2022
109075,5/24/2022
109076,5/25/2022
109077,5/26/2022
109078,5/27/2022
109079,5/28/2022
109080,5/29/2022
109081,5/30/2022
109082,5/31/2022
109083,6/1/2022
109084,6/2/2022
109085,6/3/2022
109086,6/4/2022
109087,6/5/2022
109088,6/6/2022
109089,6/7/2022
109090,6/8/2022
109091,6/9/2022
109092,6/10/2022
109093,6/11/2022
109094,6/12/2022
109095,6/13/2022
109096,6/14/2022
109097,6/15/2022
109098,6/16/2022
109099,5/17/2022
109100,5/18/2022
109101,5/19/2022
109102,5/20/2022
109103,5/21/2022
109104,5/22/2022
109105,5/23/2022
109106,5/24/2022
109107,5/25/2022
109108,5/26/2022
109109,5/27/2022
109110,5/28/2022
109111,5/29/2022
109112,5/30/2022
109113,5/31/2022
109114,6/1/2022
109115,6/2/2022
109116,6/3/2022
109117,6/4/2022
109118,6/5/2022
109119,6/6/2022
109120,6/7/2022
109121,6/8/2022
109122,6/9/2022
109123,6/10/2022
109124,6/11/2022
109125,6/12/2022
109126,6/13/2022
109127,6/14/2022
109128,6/15/2022
109129,6/16/2022
109130,5/17/2022
109131,5/18/2022
109132,5/19/2022
109133,5/20/2022
109134,5/21/2022
109135,5/22/2022
109136,5/23/2022
109137,5/24/2022
109138,5/25/2022
109139,5/26/2022
109140,5/27/2022
109141,5/28/2022
109142,5/29/2022
109143,5/30/2022
109144,5/31/2022
109145,6/1/2022
109146,6/2/2022
109147,6/3/2022
109148,6/4/2022
109149,6/5/2022
109150,6/6/2022
109151,6/7/2022
109152,6/8/2022
109153,6/9/2022
109154,6/10/2022
109155,6/11/2022
109156,6/12/2022
109157,6/13/2022
109158,6/14/2022
109159,6/15/2022
109160,6/16/2022
109161,5/17/2022
109162,5/18/2022
109163,5/19/2022
109164,5/20/2022
109165,5/21/2022
109166,5/22/2022
109167,5/23/2022
109168,5/24/2022
109169,5/25/2022
109170,5/26/2022
109171,5/27/2022
109172,5/28/2022
109173,5/29/2022
109174,5/30/2022
109175,5/31/2022
109176,6/1/2022
109177,6/2/2022
109178,6/3/2022
109179,6/4/2022
109180,6/5/2022
109181,6/6/2022
109182,6/7/2022
109183,6/8/2022
109184,6/9/2022
109185,6/10/2022
109186,6/11/2022
109187,6/12/2022
109188,6/13/2022
109189,6/14/2022
109190,6/15/2022
109191,6/16/2022
109192,5/16/2022
109193,5/17/2022
109194,5/18/2022
109195,5/19/2022
109196,5/20/2022
109197,5/21/2022
109198,5/22/2022
109199,5/23/2022
109200,5/24/2022
109201,5/25/2022
109202,5/26/2022
109203,5/27/2022
109204,5/28/2022
109205,5/29/2022
109206,5/30/2022
109207,5/31/2022
109208,6/1/2022
109209,6/2/2022
109210,6/3/2022
109211,6/4/2022
109212,6/5/2022
109213,6/6/2022
109214,6/7/2022
109215,6/8/2022
109216,6/9/2022
109217,6/10/2022
109218,6/11/2022
109219,6/12/2022
109220,6/13/2022
109221,6/14/2022
109222,6/15/2022
109223,6/16/2022
109224,5/17/2022
109225,5/18/2022
109226,5/19/2022
109227,5/20/2022
109228,5/21/2022
109229,5/22/2022
109230,5/23/2022
109231,5/24/2022
109232,5/25/2022
109233,5/26/2022
109234,5/27/2022
109235,5/28/2022
109236,5/29/2022
109237,5/30/2022
109238,5/31/2022
109239,6/1/2022
109240,6/2/2022
109241,6/3/2022
109242,6/4/2022
109243,6/5/2022
109244,6/6/2022
109245,6/7/2022
109246,6/8/2022
109247,6/9/2022
109248,6/10/2022
109249,6/11/2022
109250,6/12/2022
109251,6/13/2022
109252,6/14/2022
109253,6/15/2022
109254,6/16/2022
109255,5/17/2022
109256,5/18/2022
109257,5/19/2022
109258,5/20/2022
109259,5/21/2022
109260,5/22/2022
109261,5/23/2022
109262,5/24/2022
109263,5/25/2022
109264,5/26/2022
109265,5/27/2022
109266,5/28/2022
109267,5/29/2022
109268,5/30/2022
109269,5/31/2022
109270,6/1/2022
109271,6/2/2022
109272,6/3/2022
109273,6/4/2022
109274,6/5/2022
109275,6/6/2022
109276,6/7/2022
109277,6/8/2022
109278,6/9/2022
109279,6/10/2022
109280,6/11/2022
109281,6/12/2022
109282,6/13/2022
109283,6/14/2022
109284,6/15/2022
109285,6/16/2022
109286,5/17/2022
109287,5/18/2022
109288,5/19/2022
109289,5/20/2022
109290,5/21/2022
109291,5/22/2022
109292,5/23/2022
109293,5/24/2022
109294,5/25/2022
109295,5/26/2022
109296,5/27/2022
109297,5/28/2022
109298,5/29/2022
109299,5/30/2022
109300,5/31/2022
109301,6/1/2022
109302,6/2/2022
109303,6/3/2022
109304,6/4/2022
109305,6/5/2022
109306,6/6/2022
109307,6/7/2022
109308,6/8/2022
109309,6/9/2022
109310,6/10/2022
109311,6/11/2022
109312,6/12/2022
109313,6/13/2022
109314,6/14/2022
109315,6/15/2022
109316,6/16/2022
109317,5/17/2022
109318,5/18/2022
109319,5/19/2022
109320,5/20/2022
109321,5/21/2022
109322,5/22/2022
109323,5/23/2022
109324,5/24/2022
109325,5/25/2022
109326,5/26/2022
109327,5/27/2022
109328,5/28/2022
109329,5/29/2022
109330,5/30/2022
109331,5/31/2022
109332,6/1/2022
109333,6/2/2022
109334,6/3/2022
109335,6/4/2022
109336,6/5/2022
109337,6/6/2022
109338,6/7/2022
109339,6/8/2022
109340,6/9/2022
109341,6/10/2022
109342,6/11/2022
109343,6/12/2022
109344,6/13/2022
109345,6/14/2022
109346,6/15/2022
109347,6/16/2022
109348,5/17/2022
109349,5/18/2022
109350,5/19/2022
109351,5/20/2022
109352,5/21/2022
109353,5/22/2022
109354,5/23/2022
109355,5/24/2022
109356,5/25/2022
109357,5/26/2022
109358,5/27/2022
109359,5/28/2022
109360,5/29/2022
109361,5/30/2022
109362,5/31/2022
109363,6/1/2022
109364,6/2/2022
109365,6/3/2022
109366,6/4/2022
109367,6/5/2022
109368,6/6/2022
109369,6/7/2022
109370,6/8/2022
109371,6/9/2022
109372,6/10/2022
109373,6/11/2022
109374,6/12/2022
109375,6/13/2022
109376,6/14/2022
109377,6/15/2022
109378,6/16/2022
109379,5/16/2022
109380,5/17/2022
109381,5/18/2022
109382,5/19/2022
109383,5/20/2022
109384,5/21/2022
109385,5/22/2022
109386,5/23/2022
109387,5/24/2022
109388,5/25/2022
109389,5/26/2022
109390,5/27/2022
109391,5/28/2022
109392,5/29/2022
109393,5/30/2022
109394,5/31/2022
109395,6/1/2022
109396,6/2/2022
109397,6/3/2022
109398,6/4/2022
109399,6/5/2022
109400,6/6/2022
109401,6/7/2022
109402,6/8/2022
109403,6/9/2022
109404,6/10/2022
109405,6/11/2022
109406,6/12/2022
109407,6/13/2022
109408,6/14/2022
109409,6/15/2022
109410,6/16/2022
109411,5/17/2022
109412,5/18/2022
109413,5/19/2022
109414,5/20/2022
109415,5/21/2022
109416,5/22/2022
109417,5/23/2022
109418,5/24/2022
109419,5/25/2022
109420,5/26/2022
109421,5/27/2022
109422,5/28/2022
109423,5/29/2022
109424,5/30/2022
109425,5/31/2022
109426,6/1/2022
109427,6/2/2022
109428,6/3/2022
109429,6/4/2022
109430,6/5/2022
109431,6/6/2022
109432,6/7/2022
109433,6/8/2022
109434,6/9/2022
109435,6/10/2022
109436,6/11/2022
109437,6/12/2022
109438,6/13/2022
109439,6/14/2022
109440,6/15/2022
109441,6/16/2022
109442,5/17/2022
109443,5/18/2022
109444,5/19/2022
109445,5/20/2022
109446,5/21/2022
109447,5/22/2022
109448,5/23/2022
109449,5/24/2022
109450,5/25/2022
109451,5/26/2022
109452,5/27/2022
109453,5/28/2022
109454,5/29/2022
109455,5/30/2022
109456,5/31/2022
109457,6/1/2022
